FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,13,01/01/2024,01/31/2024,2.573381584,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,13,01/01/2024,01/31/2024,1.955884887,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,13,01/01/2024,01/31/2024,1.502096617,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,13,01/01/2024,01/31/2024,0.30731231,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,14,02/01/2024,02/29/2024,29.51882324,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,14,02/01/2024,02/29/2024,2.602218898,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,14,02/01/2024,02/29/2024,1.779481426,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,14,02/01/2024,02/29/2024,1.520817751,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,14,02/01/2024,02/29/2024,0.34280728,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,15,03/01/2024,03/31/2024,29.44274855,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,15,03/01/2024,03/31/2024,2.687496259,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,15,03/01/2024,03/31/2024,1.957263423,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,15,03/01/2024,03/31/2024,1.592147004,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,15,03/01/2024,03/31/2024,0.413000539,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,16,04/01/2024,04/30/2024,29.86129915,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,16,04/01/2024,04/30/2024,2.56340825,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,16,04/01/2024,04/30/2024,2.000782261,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,16,04/01/2024,04/30/2024,1.666817101,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,16,04/01/2024,04/30/2024,0.415199928,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,17,05/01/2024,05/31/2024,29.65347416,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,17,05/01/2024,05/31/2024,2.655313594,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,17,05/01/2024,05/31/2024,1.901738563,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,17,05/01/2024,05/31/2024,1.702960897,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,17,05/01/2024,05/31/2024,0.373820685,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,18,06/01/2024,06/30/2024,29.3901205,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,18,06/01/2024,06/30/2024,2.722840585,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,18,06/01/2024,06/30/2024,1.867353509,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,18,06/01/2024,06/30/2024,1.588323675,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,18,06/01/2024,06/30/2024,0.358752645,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,19,07/01/2024,07/31/2024,30.2648541,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,19,07/01/2024,07/31/2024,2.710066799,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,19,07/01/2024,07/31/2024,2.015703738,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,19,07/01/2024,07/31/2024,1.83698582,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,19,07/01/2024,07/31/2024,0.369155045,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,20,08/01/2024,08/31/2024,29.76360927,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,20,08/01/2024,08/31/2024,2.737924787,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,20,08/01/2024,08/31/2024,2.156444496,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,20,08/01/2024,08/31/2024,1.855477311,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,20,08/01/2024,08/31/2024,0.514274026,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,21,09/01/2024,09/30/2024,29.98794454,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,21,09/01/2024,09/30/2024,2.742616034,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,21,09/01/2024,09/30/2024,1.968053044,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,21,09/01/2024,09/30/2024,1.75708258,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,21,09/01/2024,09/30/2024,0.36769138,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,22,10/01/2024,10/31/2024,30.26735487,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,22,10/01/2024,10/31/2024,2.377776489,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,22,10/01/2024,10/31/2024,1.821028823,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,22,10/01/2024,10/31/2024,1.620947631,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,22,10/01/2024,10/31/2024,0.411761294,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,23,11/01/2024,11/30/2024,30.28498796,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,23,11/01/2024,11/30/2024,2.609044688,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,23,11/01/2024,11/30/2024,1.809606636,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,23,11/01/2024,11/30/2024,1.742708055,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,23,11/01/2024,11/30/2024,0.344527696,Percent
2,IP,All Drugs,Urban-Rural,Medium & Small Metro Areas,24,12/01/2024,12/31/2024,31.58426588,Percent
2,IP,All Opioids,Urban-Rural,Medium & Small Metro Areas,24,12/01/2024,12/31/2024,2.305475504,Percent
2,IP,Stimulants,Urban-Rural,Medium & Small Metro Areas,24,12/01/2024,12/31/2024,1.650510872,Percent
2,IP,Cannabis,Urban-Rural,Medium & Small Metro Areas,24,12/01/2024,12/31/2024,1.485834051,Percent
2,IP,Benzodiazepine,Urban-Rural,Medium & Small Metro Areas,24,12/01/2024,12/31/2024,0.392978779,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,1,01/01/2023,01/31/2023,33.95940624,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,1,01/01/2023,01/31/2023,2.468948803,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,1,01/01/2023,01/31/2023,1.817631021,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,1,01/01/2023,01/31/2023,2.287185701,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,1,01/01/2023,01/31/2023,0.40896698,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,2,02/01/2023,02/28/2023,32.49047454,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,2,02/01/2023,02/28/2023,2.459300312,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,2,02/01/2023,02/28/2023,2.303429165,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,2,02/01/2023,02/28/2023,2.874956702,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,2,02/01/2023,02/28/2023,0.46761344,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,3,03/01/2023,03/31/2023,31.91392635,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,3,03/01/2023,03/31/2023,1.879072587,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,3,03/01/2023,03/31/2023,1.742688286,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,3,03/01/2023,03/31/2023,1.879072587,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,3,03/01/2023,03/31/2023,0.348537657,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,4,04/01/2023,04/30/2023,32.47905372,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,4,04/01/2023,04/30/2023,2.05355676,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,4,04/01/2023,04/30/2023,2.037128306,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,4,04/01/2023,04/30/2023,2.201412847,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,4,04/01/2023,04/30/2023,0.328569082,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,5,05/01/2023,05/31/2023,33.66442543,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,5,05/01/2023,05/31/2023,1.940709046,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,5,05/01/2023,05/31/2023,2.246332518,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,5,05/01/2023,05/31/2023,2.33801956,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,5,05/01/2023,05/31/2023,0.351466993,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,6,06/01/2023,06/30/2023,34.20889988,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,6,06/01/2023,06/30/2023,2.240420272,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,6,06/01/2023,06/30/2023,1.668726823,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,6,06/01/2023,06/30/2023,2.240420272,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,6,06/01/2023,06/30/2023,0.463535229,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,7,07/01/2023,07/31/2023,33.32337119,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,7,07/01/2023,07/31/2023,2.435744172,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,7,07/01/2023,07/31/2023,1.972504483,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,7,07/01/2023,07/31/2023,2.465630604,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,7,07/01/2023,07/31/2023,0.358637179,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,8,08/01/2023,08/31/2023,32.90481005,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,8,08/01/2023,08/31/2023,2.080023111,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,8,08/01/2023,08/31/2023,2.195579951,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,8,08/01/2023,08/31/2023,2.253358371,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,8,08/01/2023,08/31/2023,0.390004333,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,9,09/01/2023,09/30/2023,33.60299625,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,9,09/01/2023,09/30/2023,2.471910112,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,9,09/01/2023,09/30/2023,2.382022472,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,9,09/01/2023,09/30/2023,2.68164794,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,9,09/01/2023,09/30/2023,0.344569288,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,10,10/01/2023,10/31/2023,33.72806392,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,10,10/01/2023,10/31/2023,2.16864032,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,10,10/01/2023,10/31/2023,2.011699244,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,10,10/01/2023,10/31/2023,2.354116136,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,10,10/01/2023,10/31/2023,0.242545299,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,11,11/01/2023,11/30/2023,32.22170758,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,11,11/01/2023,11/30/2023,2.315886985,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,11,11/01/2023,11/30/2023,1.760074108,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,11,11/01/2023,11/30/2023,2.732746642,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,11,11/01/2023,11/30/2023,0.247027945,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,12,12/01/2023,12/31/2023,33.26157158,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,12,12/01/2023,12/31/2023,2.414270337,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,12,12/01/2023,12/31/2023,2.029832385,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,12,12/01/2023,12/31/2023,2.137475012,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,12,12/01/2023,12/31/2023,0.322927879,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,13,01/01/2024,01/31/2024,33.57395404,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,13,01/01/2024,01/31/2024,1.870948733,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,13,01/01/2024,01/31/2024,1.841484973,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,13,01/01/2024,01/31/2024,2.637006482,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,13,01/01/2024,01/31/2024,0.265173836,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,14,02/01/2024,02/29/2024,33.82917466,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,14,02/01/2024,02/29/2024,2.207293666,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,14,02/01/2024,02/29/2024,1.711452335,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,14,02/01/2024,02/29/2024,2.319257837,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,14,02/01/2024,02/29/2024,0.303902751,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,15,03/01/2024,03/31/2024,32.76357586,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,15,03/01/2024,03/31/2024,2.299198306,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,15,03/01/2024,03/31/2024,2.057177432,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,15,03/01/2024,03/31/2024,2.193314173,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,15,03/01/2024,03/31/2024,0.272273484,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,16,04/01/2024,04/30/2024,33.98683248,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,16,04/01/2024,04/30/2024,1.843452816,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,16,04/01/2024,04/30/2024,1.667885881,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,16,04/01/2024,04/30/2024,2.223847842,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,16,04/01/2024,04/30/2024,0.321872714,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,17,05/01/2024,05/31/2024,33.9055794,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,17,05/01/2024,05/31/2024,1.831187411,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,17,05/01/2024,05/31/2024,2.08869814,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,17,05/01/2024,05/31/2024,2.274678112,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,17,05/01/2024,05/31/2024,0.371959943,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,18,06/01/2024,06/30/2024,33.32838259,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,18,06/01/2024,06/30/2024,1.945640873,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,18,06/01/2024,06/30/2024,2.079310857,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,18,06/01/2024,06/30/2024,2.287241943,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,18,06/01/2024,06/30/2024,0.490123273,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,19,07/01/2024,07/31/2024,32.57714527,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,19,07/01/2024,07/31/2024,2.014935888,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,19,07/01/2024,07/31/2024,1.85994082,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,19,07/01/2024,07/31/2024,2.339016486,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,19,07/01/2024,07/31/2024,0.253628294,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,20,08/01/2024,08/31/2024,33.27150806,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,20,08/01/2024,08/31/2024,1.940362391,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,20,08/01/2024,08/31/2024,1.840490798,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,20,08/01/2024,08/31/2024,2.382650877,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,20,08/01/2024,08/31/2024,0.370951634,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,21,09/01/2024,09/30/2024,32.77795079,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,21,09/01/2024,09/30/2024,1.806290875,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,21,09/01/2024,09/30/2024,1.853005294,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,21,09/01/2024,09/30/2024,2.631578947,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,21,09/01/2024,09/30/2024,0.373715353,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,22,10/01/2024,10/31/2024,32.691333,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,22,10/01/2024,10/31/2024,1.588106099,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,22,10/01/2024,10/31/2024,1.875316776,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,22,10/01/2024,10/31/2024,2.568001352,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,22,10/01/2024,10/31/2024,0.371684406,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,23,11/01/2024,11/30/2024,33.39511894,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,23,11/01/2024,11/30/2024,2.440531356,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,23,11/01/2024,11/30/2024,1.590979302,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,23,11/01/2024,11/30/2024,2.054371331,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,23,11/01/2024,11/30/2024,0.339820822,Percent
2,IP,All Drugs,Urban-Rural,Rural Areas,24,12/01/2024,12/31/2024,34.29532578,Percent
2,IP,All Opioids,Urban-Rural,Rural Areas,24,12/01/2024,12/31/2024,2.03611898,Percent
2,IP,Stimulants,Urban-Rural,Rural Areas,24,12/01/2024,12/31/2024,1.646600567,Percent
2,IP,Cannabis,Urban-Rural,Rural Areas,24,12/01/2024,12/31/2024,2.089235127,Percent
2,IP,Benzodiazepine,Urban-Rural,Rural Areas,24,12/01/2024,12/31/2024,0.106232295,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,1,01/01/2023,01/31/2023,1.686239085,Percent
3,ED,All Opioids and co-occurring disorders,Age,0-15 Years,1,01/01/2023,01/31/2023,5.882352941,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,1,01/01/2023,01/31/2023,9.693877551,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,2,02/01/2023,02/28/2023,1.498127341,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,2,02/01/2023,02/28/2023,11.62790698,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,3,03/01/2023,03/31/2023,1.583042662,Percent
3,ED,Stimulants and co-occurring disorders,Age,0-15 Years,3,03/01/2023,03/31/2023,12.90322581,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,3,03/01/2023,03/31/2023,14.13612565,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,4,04/01/2023,04/30/2023,1.573634204,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,4,04/01/2023,04/30/2023,15.34090909,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,5,05/01/2023,05/31/2023,1.685891748,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,5,05/01/2023,05/31/2023,11.00917431,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,6,06/01/2023,06/30/2023,1.54483798,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,6,06/01/2023,06/30/2023,8.387096774,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,7,07/01/2023,07/31/2023,1.349741961,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,7,07/01/2023,07/31/2023,10.85271318,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,8,08/01/2023,08/31/2023,1.596139569,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,8,08/01/2023,08/31/2023,8.823529412,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,9,09/01/2023,09/30/2023,1.191567369,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,9,09/01/2023,09/30/2023,7.8125,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,1.50060024,Percent
3,ED,All Opioids and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,6.25,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,10.96774194,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,11,11/01/2023,11/30/2023,1.594602883,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,11,11/01/2023,11/30/2023,8.125,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,12,12/01/2023,12/31/2023,1.423177462,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,12,12/01/2023,12/31/2023,10.60606061,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,13,01/01/2024,01/31/2024,1.733158927,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,13,01/01/2024,01/31/2024,12.66666667,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,14,02/01/2024,02/29/2024,0.747896541,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,14,02/01/2024,02/29/2024,6.896551724,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,15,03/01/2024,03/31/2024,1.805416249,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,15,03/01/2024,03/31/2024,8.860759494,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,16,04/01/2024,04/30/2024,1.846257133,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,16,04/01/2024,04/30/2024,8.938547486,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,17,05/01/2024,05/31/2024,1.716877227,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,17,05/01/2024,05/31/2024,11.16751269,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,18,06/01/2024,06/30/2024,1.164725458,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,18,06/01/2024,06/30/2024,7.042253521,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,19,07/01/2024,07/31/2024,1.18058592,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,19,07/01/2024,07/31/2024,6.779661017,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,20,08/01/2024,08/31/2024,1.273639521,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,20,08/01/2024,08/31/2024,9.009009009,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,21,09/01/2024,09/30/2024,1.420729738,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,21,09/01/2024,09/30/2024,13.88888889,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,22,10/01/2024,10/31/2024,1.814396193,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,22,10/01/2024,10/31/2024,10.17964072,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,23,11/01/2024,11/30/2024,1.647497669,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,23,11/01/2024,11/30/2024,8.888888889,Percent
3,ED,All Drugs and co-occurring disorders,Age,0-15 Years,24,12/01/2024,12/31/2024,0.966325037,Percent
3,ED,Cannabis and co-occurring disorders,Age,0-15 Years,24,12/01/2024,12/31/2024,9.923664122,Percent
3,ED,All Drugs and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,9.702571842,Percent
3,ED,All Opioids and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,17.9331307,Percent
3,ED,Stimulants and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,24.95606327,Percent
3,ED,Cannabis and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,14.41136671,Percent
3,ED,Benzodiazepine and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,26.85185185,Percent
3,ED,All Drugs and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,9.929078014,Percent
3,ED,All Opioids and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,15.96774194,Percent
3,ED,Stimulants and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,28.69565217,Percent
3,ED,Cannabis and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,14.16370107,Percent
3,ED,Benzodiazepine and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,25.53191489,Percent
3,ED,All Drugs and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,9.887489299,Percent
3,ED,All Opioids and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,16.80672269,Percent
3,ED,Stimulants and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,28.04054054,Percent
3,ED,Cannabis and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,14.12084182,Percent
3,ED,Benzodiazepine and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,31.96721311,Percent
3,ED,All Drugs and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,9.3948015,Percent
3,ED,All Opioids and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,15.13353116,Percent
3,ED,Stimulants and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,26.78288431,Percent
3,ED,Cannabis and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,13.48474095,Percent
3,ED,Benzodiazepine and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,31.25,Percent
3,ED,All Drugs and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,9.398496241,Percent
3,ED,All Opioids and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,18.48617176,Percent
3,ED,Stimulants and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,29.10216718,Percent
